StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,time_consent_form_First Click,time_consent_form_Last Click,time_consent_form_Page Submit,time_consent_form_Click Count,attention_check_1,time_attention_1_First Click,time_attention_1_Last Click,time_attention_1_Page Submit,time_attention_1_Click Count,attention_check_2,time_attention_2_First Click,time_attention_2_Last Click,time_attention_2_Page Submit,time_attention_2_Click Count,time_before_reading_First Click,time_before_reading_Last Click,time_before_reading_Page Submit,time_before_reading_Click Count,time_read_round_First Click,time_read_round_Last Click,time_read_round_Page Submit,time_read_round_Click Count,time_read_precise_First Click,time_read_precise_Last Click,time_read_precise_Page Submit,time_read_precise_Click Count,time_before_recall_First Click,time_before_recall_Last Click,time_before_recall_Page Submit,time_before_recall_Click Count,recall_trap_1,time_recall_trap_First Click,time_recall_trap_Last Click,time_recall_trap_Page Submit,time_recall_trap_Click Count,recall_enroll_1,recall_enroll_2,recall_hondura_1,recall_hondura_2,recall_frick_1,recall_frick_2,time_recall_First Click,time_recall_Last Click,time_recall_Page Submit,time_recall_Click Count,time_before_calc_First Click,time_before_calc_Last Click,time_before_calc_Page Submit,time_before_calc_Click Count,calculate_enroll,calculate_hondura,calculate_frick,time_calculate_First Click,time_calculate_Last Click,time_calculate_Page Submit,time_calculate_Click Count,condition,workerId,assignmentId,hitId,random_verification_code,fail_first_attention,fail_second_attention
7/25/21 14:41,7/25/21 14:45,100,228,TRUE,7/25/21 14:45,R_2t57L9eo5oul8Jo,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/20e9640870000000,0,0,12.781,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.111,21.541,23.447,4,,,,,,0,0,1.97,0,0,0,86.498,0,,,,,0,0,3.69,0,39250000,2.368,2.368,11.826,1,30000,40000,300000,500000,40000,4000,3.103,39.351,42.439,6,0,0,6.112,0,75,40,10,5.071,25.208,28.884,3,round,,,,173687,,
7/25/21 14:38,7/25/21 14:46,100,470,TRUE,7/25/21 14:46,R_2ydaauih9YlktHP,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/95338941c8000000,5.369,14.76,15.717,3,I'm supposed to work from information in my head and not record or write down any information I see,23.841,26.255,31.633,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm not supposed to look up answers on the internet",8.059,23.281,24.932,4,0,0,1.301,0,8.812,228.098,230.243,17,,,,,0,0,3.995,0,39400000,2.762,6.328,18.731,2,18000000,7900000,500000,350000,14900,12500,5.157,88.846,89.592,13,1.794,2.273,3.072,2,65,500000,40,3.856,32.518,35.88,7,round,,,,192475,1,1
7/25/21 14:41,7/25/21 14:46,100,351,TRUE,7/25/21 14:46,R_2uvM3fxL7Fn9IXy,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/f135a40870000000,0,0,26.852,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.784,26.206,32.209,4,,,,,,0,0,1.706,0,0,0,160.637,0,,,,,0,0,5.458,0,39000000,6.165,6.165,24.893,1,30000,40000,200000,500000,40000,4000,7.832,44.933,54.823,6,0,0,5.129,0,75,300000,10,5.13,26.753,30.301,3,round,,,,187589,,
7/25/21 14:38,7/25/21 14:47,100,501,TRUE,7/25/21 14:47,R_XS3A6fKx5j3hKI9,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/902b4941c8000000,3.314,35.803,44.599,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.099,24.357,47.539,5,,,,,,0,0,7.496,0,42.636,136.079,155.278,5,,,,,0,0,9.491,0,38500000,12.8,12.8,29.547,1,30000,40000,300000,500000,40000,4000,6.994,97.208,99.112,22,0,0,12.958,0,75,200000,10,15.524,71.683,85.12,9,round,,,,176992,,
7/25/21 14:40,7/25/21 14:47,100,380,TRUE,7/25/21 14:47,R_24iNNaO2yftLTgI,,,,,anonymous,EN,1,projects/513998946275/assessments/76f58941c8000000,1.858,10.397,11.826,9,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",31.211,44.797,45.586,7,,,,,,0,0,9.522,0,2.994,142.721,157.171,28,,,,,0,0,7.601,0,39900000,2.636,12.875,13.643,3,300000,500000,300000,500000,40000,4000,6.907,70.917,72.065,43,0,0,7.673,0,75,200000,10,8.112,37.052,39.695,12,round,,,,112673,,
7/25/21 14:36,7/25/21 14:47,100,638,TRUE,7/25/21 14:47,R_WdGCVGVyP51XYpr,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/21e8a40870000000,0,0,67.439,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.87,34.229,37.573,4,,,,,,0,0,6.283,0,,,,,0,0,202.558,0,0,0,11.084,0,39600000,9.746,9.746,26.614,1,28500,41250,282000,481000,40100,3073,3.327,57.152,64.746,6,0,0,7.177,0,65,250000,8,6.313,166.737,204.256,5,precise,,,,114508,,
7/25/21 14:42,7/25/21 14:49,100,379,TRUE,7/25/21 14:49,R_12xcbWMrVAWXOM5,,,,,anonymous,EN,1,projects/513998946275/assessments/e639e40870000000,2.601,4.17,5.479,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.171,29.813,30.818,4,,,,,,0,0,1.448,0,,,,,3.727,110.909,136.837,3,0,0,3.102,0,39000000,20.701,20.701,31.452,1,48000,24000,202000,405000,37000,4800,1.939,40.508,45.002,12,0,0,18.144,0,50,203000,5,1.559,34.727,38.232,8,precise,,,,155904,,
7/25/21 14:47,7/25/21 14:49,100,129,TRUE,7/25/21 14:49,R_2X1LQjyBbee5B1g,,,,,anonymous,EN,1,projects/513998946275/assessments/9b919941c8000000,0,0,5.638,0,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet",19.409,28.774,30.741,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet",6.201,12.636,13.344,4,0,0,0.457,0,0,0,1.7,0,,,,,0,0,0.868,0,20000000,3.924,3.924,20.099,1,200,350,4000,2500,12,5,2.065,28.128,28.377,5,0,0,0.683,0,40,100000,75,0.805,0.805,16.044,1,round,,,,196738,1,1
7/25/21 14:43,7/25/21 14:49,100,372,TRUE,7/25/21 14:49,R_1H2boA6Wgk0E9xb,,,,,anonymous,EN,1,projects/513998946275/assessments/f69ee40870000000,0,0,260.45,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.004,24.051,25.548,8,,,,,,0,0,0.879,0,0,0,6.975,0,,,,,0,0,0.914,0,300000,0.852,15.964,17.355,3,30000,25000,225000,500000,600,700,2.061,26.934,32.732,5,0,0,1.769,0,40,75,85,2.267,11.683,15.4,6,round,,,,162943,,
7/25/21 14:36,7/25/21 14:50,100,850,TRUE,7/25/21 14:50,R_1CJCL1MXUv3Oo2f,,,,,anonymous,EN,1,projects/513998946275/assessments/fe303141c8000000,8.804,41.075,48.689,7,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.366,28.805,39.469,4,,,,,,0,0,2.953,0,,,,,29.334,72.816,86.527,3,0,0,15.21,0,36000000,9.513,14.166,29.699,3,28000,71000,24000,16000,47000,5000,9.007,190.131,197.765,40,0,0,20.001,0,30,20000,20,2.575,398.509,400.942,8,precise,,,,181959,,
7/25/21 14:47,7/25/21 14:52,100,321,TRUE,7/25/21 14:52,R_25YPupdIQ5OxkmM,,,,,anonymous,EN,1,projects/513998946275/assessments/aee8540870000000,11.725,11.725,13.231,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",16.03,27.618,29.118,5,,,,,,0,0,1.974,0,33.235,129.403,140.888,3,,,,,0,0,5.698,0,300000000,2.971,5.374,21.875,2,2000,30000,200000,500000,15000,2000,4.741,47.147,53.439,9,0,0,6.783,0,12,300000,10,2.162,31.215,37.587,5,round,,,,191053,,
7/24/21 14:58,7/24/21 14:58,7,29,FALSE,7/25/21 14:58,R_3KuWhF7KNpQfELn,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/92a285b070000000,6.698,13.536,14.825,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170015,,
7/25/21 14:56,7/25/21 15:03,100,423,TRUE,7/25/21 15:03,R_1meGGC9m594unNC,,,,,anonymous,EN,1,projects/513998946275/assessments/dde2e541c8000000,25.134,25.314,30.081,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",46.128,57.21,59.48,8,,,,,,0,0,1.2,0,,,,,2.193,143.128,143.977,32,0,0,2.87,0,30000000,7.953,30.64,51.326,6,30000,50000,300000,500000,20000,4000,3.664,36.661,41.828,10,7.774,8.112,8.959,2,50,200000,25,2.891,63.097,76.244,14,precise,,,,159301,,
7/25/21 15:00,7/25/21 15:04,100,241,TRUE,7/25/21 15:04,R_YSwCjljjvPWHUml,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/8adf4c0870000000,5.1,5.1,6.112,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",18.835,27.353,29.925,4,,,,,,0,0,2.339,0,,,,,27.253,81.856,83.152,4,0,0,5.534,0,39525891,4.355,4.355,18.9,1,28502,47501,228501,4720113,8501,3970,5.962,55.386,56.236,14,0,0,2.468,0,48,50,50,4.172,24.794,28.328,7,precise,,,,156452,,
7/25/21 14:55,7/25/21 15:06,100,682,TRUE,7/25/21 15:07,R_1EjwP9RaqVM9SD2,,,,,anonymous,EN,1,projects/513998946275/assessments/dc53f40870000000,22.178,26.081,30.504,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",18.125,26.5,32.101,4,,,,,,0,0,9.356,0,106.264,355.209,356.863,3,,,,,0,0,9.964,0,38500000,61.915,64.182,86.301,2,30000,40000,200000,500000,40000,4000,4.136,53.868,54.889,9,0,0,16.529,0,75,300000,10,26.653,67.284,74.061,4,round,,,,124021,,
7/25/21 15:06,7/25/21 15:08,100,145,TRUE,7/25/21 15:08,R_ypF3myLzA2SqbHb,,,,,anonymous,EN,1,projects/513998946275/assessments/5d1eec0870000000,0,0,3.382,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.134,22.096,22.907,7,,,,,,0,0,0.592,0,,,,,0,0,11.295,0,0,0,0.841,0,5000000,1.933,1.933,10.73,1,2500,28000,300000,400000,200000,50000,1.934,32.499,44.72,11,0,0,1.318,0,9,400000,14,2.107,34.085,41.19,4,precise,,,,116784,,
7/25/21 14:54,7/25/21 15:09,100,918,TRUE,7/25/21 15:09,R_2XgMXXBl3DUV3xp,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/3c9da541c8000000,9.745,74.117,74.863,5,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",0.808,405.064,416.257,9,,,,,,0,0,3.923,0,2.647,161.528,162.777,4,,,,,0,0,8.835,0,38245000,3.89,34.077,44.579,3,30000,40000,300000,500000,4000,400,5.988,72.339,74.51,11,0,0,3.241,0,80,200000,1,1.243,62.075,74.615,5,round,,,,115658,,
7/25/21 15:05,7/25/21 15:12,100,453,TRUE,7/25/21 15:12,R_3kN988H5uIuar9d,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/a276cd41c8000000,0,0,16.246,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",23.32,34.428,37.953,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.903,14.25,19.736,4,0,0,3.455,0,,,,,0,0,150.076,0,0,0,8.272,0,39000000,9.453,9.453,28.542,1,23000,48000,32000,45000,40000,3000,14.226,80.337,83.699,6,0,0,8.786,0,45,10000,10,12.651,67.981,86.853,3,precise,,,,184738,1,
7/25/21 15:10,7/25/21 15:13,100,185,TRUE,7/25/21 15:13,R_2RPLPUZJZwDCRZK,,,,,anonymous,EN,1,projects/513998946275/assessments/83569d41c8000000,0,0,5.493,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.715,14.218,15.564,4,,,,,,0,0,1.003,0,,,,,0,0,53.949,0,0,0,2.801,0,36300000,3.297,3.297,13.271,1,25000,41200,282000,487000,40000,4200,3.7,37.308,40.255,4,0,0,3.688,0,60,210000,8,3.727,37.992,41.072,3,precise,,,,142804,,
7/25/21 15:16,7/25/21 15:18,100,161,TRUE,7/25/21 15:18,R_bQ0NX44ibn2N8Vb,,,,,anonymous,EN,1,projects/513998946275/assessments/1dcb3c0870000000,6.188,8.413,9.747,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",4.321,11.483,12.21,5,,,,,,0,0,0.811,0,4.249,68.358,72.462,7,,,,,0,0,0.804,0,3950000,2.159,9.745,10.186,2,30000,40000,300000,500000,40000,4000,0.636,23.922,24.372,12,0,0,1.132,0,75,200000,10,4.305,18.399,22.011,7,round,,,,130832,,
7/25/21 15:15,7/25/21 15:20,100,329,TRUE,7/25/21 15:20,R_2QJs8JlnHZLtEPK,,,,,anonymous,EN,1,projects/513998946275/assessments/c4503c0870000000,1.117,1.117,50.915,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.776,23.567,26.652,4,,,,,,0,0,3.113,0,0.84,0.84,94.616,1,,,,,0,0,7.318,0,32185000,6.635,6.635,27.498,1,30000,40000,300000,500000,40000,4000,5.058,49.538,58.839,4,0,0,9.491,0,75,62,10,4.514,31.668,41.276,3,round,,,,138334,,
7/25/21 15:21,7/25/21 15:27,100,340,TRUE,7/25/21 15:27,R_2dyZESQcJopQSgG,,,,,anonymous,EN,1,projects/513998946275/assessments/48129341c8000000,8.647,11.522,15.097,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.844,24.679,28.623,4,,,,,,0,0,7.887,0,13.128,86.44,141.551,9,,,,,0,0,5.423,0,39000000,4.593,4.593,14.499,1,30000,40000,300000,500000,40000,4000,4.014,56.217,57.784,5,0,0,5.494,0,75,200000,10,5.305,48.739,50.281,12,round,,,,131683,,
7/25/21 15:17,7/25/21 15:31,100,873,TRUE,7/25/21 15:31,R_2rNStwNiQXWhg0i,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/4e58bc0870000000,0,0,12.295,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",27.502,44.557,47.034,4,,,,,,0,0,5.28,0,,,,,287.423,324.253,361.073,2,0,0,9.433,0,39615379,8.901,8.901,74.99,1,28752,41282,287453,487654,41345,3821,14.603,183.223,195.298,8,0,0,10.121,0,40,36251,6,19.347,82.283,137.473,3,precise,,,,192867,,
7/25/21 15:23,7/25/21 15:32,100,572,TRUE,7/25/21 15:32,R_1LMVVkmi61oPFLL,,,,,anonymous,EN,1,projects/513998946275/assessments/66fc5341c8000000,25.615,25.615,26.954,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",26.783,48.001,48.937,5,,,,,,0,0,96.359,0,58.346,124.56,126.167,4,,,,,0,0,8.112,0,3000000,22.088,29.868,31.789,2,30000,50000,300000,500000,800,40,25.84,129.662,133.216,10,0,0,15.824,0,60,200000,20,28.296,75.234,76.483,9,round,,,,130646,,
7/25/21 15:28,7/25/21 15:33,100,277,TRUE,7/25/21 15:33,R_AGpNmT9xQX7Qcud,,,,,anonymous,EN,1,projects/513998946275/assessments/7827c20870000000,0,0,5.681,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.526,22.492,30.788,4,,,,,,0,0,1.195,0,,,,,0,0,58.6,0,0,0,1.464,0,36056439,4.458,4.458,18.577,1,21459,43593,34126,41343,40126,3012,22.721,113.184,116.435,8,0,0,2.456,0,40,30,5,1.65,18.129,31.749,3,precise,,,,125152,,
7/25/21 15:18,7/25/21 15:36,100,1071,TRUE,7/25/21 15:36,R_syTMAoWcZg9uAJr,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/3960fc0870000000,143.185,296.696,318.923,9,This study is a psychology experiment and I'm not being paid based on the correctness of my answers,50.47,50.47,55.178,1,I'm supposed to take my best guesses,25.934,29.2,40.64,2,0,0,7.105,0,0,0,126.251,0,,,,,0,0,10.769,0,39613493,64.091,78.652,103.719,2,30000,40000,300000,500000,4000,4000,20.813,217.514,228.746,7,0,0,10.974,0,75,65,60,12.077,122.673,149.031,4,round,,,,117630,1,1
7/25/21 15:32,7/25/21 15:37,100,306,TRUE,7/25/21 15:37,R_3G6Q3DbnHLVGfWO,,,,,anonymous,EN,1,projects/513998946275/assessments/89f5a20870000000,0,0,20.979,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",9.403,23.969,24.996,4,,,,,,0,0,2.076,0,,,,,0,0,98.202,0,0,0,4.049,0,40000000,3.828,3.828,17.269,1,28000,48000,285000,500000,40000,3800,4.964,29.845,35.852,3,0,0,3.731,0,36,300000,4,39.588,77.529,89.818,3,precise,,,,112083,,
7/25/21 15:35,7/25/21 15:40,100,297,TRUE,7/25/21 15:40,R_3jeZvbAZqzay2Zc,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/aa24eb41c8000000,0,0,20.339,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",29.019,34.33,45.291,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses",14.634,22.706,25.429,4,0,0,1.871,0,,,,,0,0,74.188,0,0,0,4.53,0,36500000,8.904,8.904,24.721,1,42000,85000,225000,465000,12000,3000,10.659,43.18,55,6,0,0,4.845,0,50,200000,5,4.809,23.322,26.271,3,precise,,,,183618,1,1
7/25/21 15:36,7/25/21 15:42,100,361,TRUE,7/25/21 15:42,R_2TpYISq3LmNnCHv,,,,,anonymous,EN,1,projects/513998946275/assessments/fa23e20870000000,0,0,6.989,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",13.52,24.522,29.191,4,,,,,,0,0,2.476,0,,,,,52.715,52.715,128.73,1,0,0,5.465,0,392887002,3.535,3.535,27.276,1,28572,47895,265456,487065,29089,3156,2.714,96.287,100.97,12,0,0,4.629,0,60,110,20,2.994,38.421,43.555,5,precise,,,,179448,,
7/24/21 15:36,7/24/21 15:42,67,395,FALSE,7/25/21 15:43,R_3EfC8Un0nPYQ1p4,,,,,anonymous,EN,1,projects/513998946275/assessments/fe594b3ec8000000,0.779,3.427,4.79,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",16.003,20.57,21.051,6,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",199.776,213.546,217.202,5,0,0,1.74,0,13.394,47.372,57.1,13,,,,,0,0,11.43,0,3000000,0.467,67.404,71.758,9,,,,,,,,,,,,,,,,,,,,,,round,,,,199227,1,1
7/25/21 15:36,7/25/21 15:44,100,487,TRUE,7/25/21 15:44,R_1rdWmpjL9Mb8prK,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/78006b41c8000000,0,0,49.946,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",9.983,28.695,31.41,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",6.492,16.968,25.975,4,0,0,1.07,0,,,,,0,0,207.496,0,0,0,1.953,0,1255000,3.931,18.989,45.1,3,28700,41000,50000,70000,4000,1000,3.77,65.471,70.538,9,0,0,8.214,0,60,2000,25,1.534,28.087,32.495,3,precise,,,,135401,1,
7/25/21 15:39,7/25/21 15:44,100,331,TRUE,7/25/21 15:44,R_6WEyACay69Ts61H,,,,,anonymous,EN,1,projects/513998946275/assessments/5a75120870000000,0,0,21.942,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.582,25.023,57.704,4,,,,,,0,0,2.843,0,0,0,95.625,0,,,,,0,0,4.885,0,9350200,8.672,8.672,23.517,1,70000,6000018,18000,10000,7000,1000,6.589,68.466,74.066,5,0,0,10.58,0,90,10000,20,3.729,25.652,31.032,3,round,,,,168705,,
7/25/21 15:38,7/25/21 15:47,100,590,TRUE,7/25/21 15:47,R_2QnbedBZE7K0UcB,,,,,anonymous,EN,1,projects/513998946275/assessments/ff15920870000000,2.316,2.316,26.166,1,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.257,31.308,36.462,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.227,19.604,21.346,5,0,0,3.769,0,,,,,0,0,174.849,0,0,0,6.418,0,28881,15.866,15.866,40.518,1,28881,41000,17569,41782,40543,3785,0.8,206.165,208.5,13,0,0,8.01,0,65,30000,10,1.04,43.573,54.974,7,precise,,,,189474,1,
7/25/21 15:43,7/25/21 15:47,100,284,TRUE,7/25/21 15:47,R_2pS8mSwKZv6VqC2,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/ca94d20870000000,4.524,4.524,8.709,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",9.988,25.345,28.16,6,,,,,,0,0,2.835,0,,,,,0,0,108.637,0,0,0,5.893,0,38000000,3.015,3.015,17.989,1,27000,43000,28000,40000,40000,4000,6.527,36.409,45.441,6,0,0,5.779,0,50,20000,5,4.422,37.838,48.609,3,precise,,,,187384,,
7/25/21 15:47,7/25/21 15:54,100,425,TRUE,7/25/21 15:54,R_12KdE65WjuVlHk9,,,,,anonymous,EN,1,projects/513998946275/assessments/00cef20870000000,0,0,11.667,0,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.108,29.641,32.868,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.351,24.711,28.42,4,0,0,5.074,0,0,0,174.237,0,,,,,0,0,10.275,0,39800000,22.127,22.127,34.186,1,30000,40000,20000,30000,40000,3000,12.743,56.431,69.544,3,0,0,11.672,0,75,10000,10,9.631,33.8,38.028,3,round,,,,199850,1,
7/25/21 15:59,7/25/21 16:02,100,183,TRUE,7/25/21 16:02,R_3gMyFgRh7IZsWcm,,,,,anonymous,EN,1,projects/513998946275/assessments/9aa92a0870000000,7.501,11.013,12.71,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",5.468,16.682,19.61,4,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",4.046,22.629,24.161,8,0,0,1.455,0,0,0,30.376,0,,,,,0,0,1.754,0,700000,2.872,24.853,25.536,3,30000,40000,2000,3000,40000,4000,1.829,28.929,32.247,11,0,0,2.888,0,20,2000,10,2.247,12.971,16.26,4,round,,,,124285,1,1
7/25/21 15:57,7/25/21 16:02,100,279,TRUE,7/25/21 16:02,R_12Rn7tJijo9ghPn,,,,,anonymous,EN,1,projects/513998946275/assessments/abcf2a0870000000,0,0,23.247,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.557,22.982,26.402,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet",5.049,25.512,28.498,3,0,0,1.692,0,,,,,0,0,96.211,0,0,0,3.623,0,3000000,7.073,7.073,13.775,1,28000,46000,200000,400000,300,100,7.236,41.417,49.703,3,0,0,5.412,0,46,200000,33,3.128,16.663,21.113,3,precise,,,,181038,1,1
7/25/21 15:58,7/25/21 16:04,100,371,TRUE,7/25/21 16:04,R_2dN1c32tBQjEyzO,,,,,anonymous,EN,1,projects/513998946275/assessments/559b2f41c8000000,12.722,28.057,31.014,10,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",9.007,31.957,35.701,15,,,,,,0,0,3.428,0,,,,,6.497,100.276,101.226,19,5.607,5.607,6.53,1,369000,8.27,20.6,31.696,3,28000,41000,38000,41000,3000,1300,4.564,61.595,72.38,31,5.016,5.798,10.586,2,40,50,15,10.692,58.757,60.306,24,precise,,,,130475,,
